13	0
15	1
17	2
19	3
21	4
23	5
25	6
27	7
29	8
31	9
1103	10
1104	11
1105	12
1106	13
1107	14
1108	15
1109	16
1110	17
1111	18
1112	19
1133	20
1134	21
1135	22
1136	23
1137	24
1138	25
1139	26
1140	27
1141	28
1142	29
1163	30
1164	31
1165	32
1166	33
1167	34
1168	35
1169	36
1170	37
1171	38
1172	39
1193	40
1194	41
1195	42
1196	43
1197	44
1198	45
1199	46
1200	47
1201	48
1202	49
1223	50
1224	51
1225	52
1226	53
1227	54
1228	55
1229	56
1230	57
1231	58
1232	59
1243	60
1244	61
1245	62
1246	63
1247	64
1248	65
1249	66
1250	67
1251	68
1252	69
1263	70
1264	71
1265	72
1266	73
1267	74
1268	75
1269	76
1270	77
1271	78
1272	79
1283	80
1284	81
1285	82
1286	83
1287	84
1288	85
1289	86
1290	87
1291	88
1292	89
1303	90
1304	91
1305	92
1306	93
1307	94
1308	95
1309	96
1310	97
1311	98
1312	99
1049	100
1052	101
1055	102
1058	103
1061	104
1064	105
1067	106
1069	107
1071	108
1072	109
1079	110
1082	111
1085	112
1088	113
1091	114
1094	115
1097	116
1099	117
1101	118
1102	119
1115	120
1117	121
1119	122
1121	123
1123	124
1125	125
1127	126
1129	127
1131	128
1132	129
1145	130
1147	131
1149	132
1151	133
1153	134
1155	135
1157	136
1159	137
1161	138
1162	139
1175	140
1177	141
1179	142
1181	143
1183	144
1185	145
1187	146
1189	147
1191	148
1192	149
1205	150
1207	151
1209	152
1211	153
1213	154
1215	155
1217	156
1219	157
1221	158
1222	159
1233	160
1234	161
1235	162
1236	163
1237	164
1238	165
1239	166
1240	167
1241	168
1242	169
1253	170
1254	171
1255	172
1256	173
1257	174
1258	175
1259	176
1260	177
1261	178
1262	179
1273	180
1274	181
1275	182
1276	183
1277	184
1278	185
1279	186
1280	187
1281	188
1282	189
1293	190
1294	191
1295	192
1296	193
1297	194
1298	195
1299	196
1300	197
1301	198
1302	199
426	200
429	201
432	202
435	203
438	204
441	205
444	206
446	207
448	208
449	209
456	210
459	211
462	212
465	213
468	214
471	215
474	216
476	217
478	218
479	219
482	220
484	221
486	222
488	223
490	224
492	225
494	226
496	227
498	228
499	229
502	230
504	231
506	232
508	233
510	234
512	235
514	236
516	237
518	238
519	239
522	240
524	241
526	242
528	243
530	244
532	245
534	246
536	247
538	248
539	249
542	250
544	251
546	252
548	253
550	254
552	255
554	256
556	257
558	258
559	259
560	260
561	261
562	262
563	263
564	264
565	265
566	266
567	267
568	268
569	269
570	270
571	271
572	272
573	273
574	274
575	275
576	276
577	277
578	278
579	279
580	280
581	281
582	282
583	283
584	284
585	285
586	286
587	287
588	288
589	289
590	290
591	291
592	292
593	293
594	294
595	295
596	296
597	297
598	298
599	299
949	300
952	301
955	302
958	303
961	304
964	305
967	306
969	307
971	308
972	309
979	310
982	311
985	312
988	313
991	314
994	315
997	316
999	317
1001	318
1002	319
1005	320
1007	321
1009	322
1011	323
1013	324
1015	325
1017	326
1019	327
1021	328
1022	329
1025	330
1027	331
1029	332
1031	333
1033	334
1035	335
1037	336
1039	337
1041	338
1042	339
1045	340
1047	341
1050	342
1053	343
1056	344
1059	345
1062	346
1065	347
1068	348
1070	349
1075	350
1077	351
1080	352
1083	353
1086	354
1089	355
1092	356
1095	357
1098	358
1100	359
1113	360
1114	361
1116	362
1118	363
1120	364
1122	365
1124	366
1126	367
1128	368
1130	369
1143	370
1144	371
1146	372
1148	373
1150	374
1152	375
1154	376
1156	377
1158	378
1160	379
1173	380
1174	381
1176	382
1178	383
1180	384
1182	385
1184	386
1186	387
1188	388
1190	389
1203	390
1204	391
1206	392
1208	393
1210	394
1212	395
1214	396
1216	397
1218	398
1220	399
301	400
304	401
308	402
312	403
316	404
319	405
322	406
324	407
326	408
327	409
343	410
346	411
349	412
352	413
356	414
360	415
363	416
365	417
367	418
368	419
381	420
383	421
385	422
387	423
389	424
391	425
394	426
396	427
398	428
399	429
402	430
404	431
406	432
408	433
410	434
412	435
414	436
416	437
418	438
419	439
422	440
424	441
427	442
430	443
433	444
436	445
439	446
442	447
445	448
447	449
452	450
454	451
457	452
460	453
463	454
466	455
469	456
472	457
475	458
477	459
480	460
481	461
483	462
485	463
487	464
489	465
491	466
493	467
495	468
497	469
500	470
501	471
503	472
505	473
507	474
509	475
511	476
513	477
515	478
517	479
520	480
521	481
523	482
525	483
527	484
529	485
531	486
533	487
535	488
537	489
540	490
541	491
543	492
545	493
547	494
549	495
551	496
553	497
555	498
557	499
823	500
827	501
831	502
835	503
838	504
841	505
844	506
846	507
848	508
849	509
864	510
867	511
871	512
875	513
879	514
882	515
885	516
887	517
889	518
890	519
902	520
904	521
906	522
908	523
911	524
914	525
916	526
918	527
920	528
921	529
924	530
926	531
928	532
930	533
932	534
934	535
937	536
939	537
941	538
942	539
945	540
947	541
950	542
953	543
956	544
959	545
962	546
965	547
968	548
970	549
975	550
977	551
980	552
983	553
986	554
989	555
992	556
995	557
998	558
1000	559
1003	560
1004	561
1006	562
1008	563
1010	564
1012	565
1014	566
1016	567
1018	568
1020	569
1023	570
1024	571
1026	572
1028	573
1030	574
1032	575
1034	576
1036	577
1038	578
1040	579
1043	580
1044	581
1046	582
1048	583
1051	584
1054	585
1057	586
1060	587
1063	588
1066	589
1073	590
1074	591
1076	592
1078	593
1081	594
1084	595
1087	596
1090	597
1093	598
1096	599
148	600
152	601
156	602
158	603
160	604
162	605
164	606
166	607
168	608
169	609
188	610
192	611
196	612
200	613
202	614
204	615
206	616
208	617
210	618
211	619
229	620
232	621
236	622
240	623
244	624
246	625
248	626
250	627
252	628
253	629
263	630
265	631
268	632
271	633
275	634
279	635
281	636
283	637
285	638
286	639
297	640
299	641
302	642
305	643
309	644
313	645
317	646
320	647
323	648
325	649
339	650
341	651
344	652
347	653
350	654
353	655
357	656
361	657
364	658
366	659
379	660
380	661
382	662
384	663
386	664
388	665
390	666
392	667
395	668
397	669
400	670
401	671
403	672
405	673
407	674
409	675
411	676
413	677
415	678
417	679
420	680
421	681
423	682
425	683
428	684
431	685
434	686
437	687
440	688
443	689
450	690
451	691
453	692
455	693
458	694
461	695
464	696
467	697
470	698
473	699
697	700
700	701
702	702
704	703
706	704
708	705
710	706
712	707
714	708
715	709
727	710
730	711
733	712
735	713
737	714
739	715
741	716
743	717
745	718
746	719
757	720
760	721
763	722
766	723
768	724
770	725
772	726
774	727
776	728
777	729
787	730
790	731
793	732
796	733
799	734
801	735
803	736
805	737
807	738
808	739
818	740
820	741
824	742
828	743
832	744
836	745
839	746
842	747
845	748
847	749
860	750
862	751
865	752
868	753
872	754
876	755
880	756
883	757
886	758
888	759
900	760
901	761
903	762
905	763
907	764
909	765
912	766
915	767
917	768
919	769
922	770
923	771
925	772
927	773
929	774
931	775
933	776
935	777
938	778
940	779
