38	13	41
43	15	45
47	17	49
51	19	53
55	15	58
1199	21	1200
1202	23	1204
1206	25	1208
1210	27	1212
1214	29	1216
1219	31	1220
1221	1103	1223
1225	1104	1227
1228	27	1231
1234	1105	1237
1248	1106	1250
1251	1107	1252
1253	1108	1254
1256	1109	1258
1260	29	1262
1269	1110	1270
1271	1111	1272
1273	1112	1274
1275	1133	1276
1277	1134	1280
1292	1135	1295
1297	1136	1299
1301	1137	1304
1305	1138	1307
1308	1139	1309
1322	17	1325
1328	1140	1328
1330	1141	1332
1334	1142	1220
1335	1163	1336
1337	1164	1338
1349	1165	1353
1357	1166	1361
1365	1110	1368
1372	1167	1376
1272	1168	1377
1378	1169	1388
1392	1109	1396
1400	1170	1404
1407	1171	1409
1413	1172	1417
1418	1171	1419
1420	1193	1421
1422	1194	1423
1424	1138	1425
1426	19	1427
1428	1195	6452
6453	1112	6454
6455	1196	6456
6457	1197	6458
6459	1198	6461
6463	1199	6479
6480	1200	6481
6482	1201	6483
6484	1109	6485
6486	1137	53
6487	1194	6490
6513	1202	6514
6515	1109	6516
6517	1194	6518
6519	1223	6520
6521	1224	6522
6553	1225	1220
6554	29	6555
6556	1226	6557
6558	1227	6559
6560	17	6561
6562	1228	6593
6595	1229	6596
6597	1230	6598
6599	1193	6600
6601	1231	6602
6603	1232	6637
6639	1243	6642
6643	1197	6644
6479	13	6645
6646	1244	6647
6648	1245	6649
6679	1167	6680
6683	1194	6686
6556	1226	6688
6690	1246	6691
6692	1194	6693
6694	1110	6713
6714	1247	6715
6717	1248	6719
6721	1249	6724
6725	1250	6726
6727	17	6742
6743	1227	6744
6745	1167	6748
6750	1110	6753
6756	1138	6757
6758	15	6770
6771	1251	6773
6774	1252	6775
6778	1263	6781
6784	15	6787
1322	17	6788
6849	1264	6850
6851	1265	6852
6853	1266	6853
6854	15	6855
6857	17	6859
6861	19	1304
6875	1111	1272
6876	25	6877
6878	1267	1220
6879	1268	6880
6881	1269	6882
6885	1270	6888
6909	1271	6910
6911	1230	6598
6912	1272	6913
6914	1110	6915
6916	1224	6917
6920	1283	6948
6949	1138	6950
6951	1284	6952
6953	1285	6954
6955	21	6956
6957	1166	6988
6989	1286	6990
6991	1225	1220
6992	1111	1272
6993	1166	6994
6995	1287	6996
6997	1138	7033
7035	1252	7036
7037	1288	7038
7039	1289	7040
7041	1290	7042
7043	1291	7077
7079	1292	7082
7083	1170	1392
7084	1166	7085
7086	1303	7087
7088	1304	7089
6954	1305	7112
7113	1306	7115
7117	1230	6598
7119	1307	7120
7121	1308	7122
7123	1111	1272
7124	1167	7143
7144	1112	6724
7145	1309	1220
7147	1194	7149
7151	29	7154
7155	1110	7156
7157	29	7172
7173	1252	7174
7175	1310	7178
6648	1227	7180
7183	1311	7186
7187	1166	7188
7246	1308	7247
7248	1289	7249
7250	1312	7251
7253	1171	7255
7257	1049	6461
7259	1052	6757
6770	1055	7271
7272	1058	7273
7274	1166	7275
7276	1308	7277
7280	1061	7283
7286	1064	7305
7306	1067	7307
7308	1069	7309
7310	1248	7311
7312	1071	7315
1214	1194	7318
1275	1133	6600
1248	1105	7343
7344	1072	7345
7346	1197	7347
7348	1193	7349
7350	17	7351
7354	1079	7382
7383	1082	7384
7385	1085	7386
7387	1088	7388
7389	1091	7390
7391	1094	7428
7429	1097	7430
7431	1228	7432
7346	1099	7433
7434	1269	7435
7436	1101	7437
7479	1167	7481
7482	1102	7483
1269	19	1304
7484	1308	7485
7486	1252	7487
7488	1308	7489
7522	29	7523
7525	1115	7526
7527	1193	7528
7529	19	1304
7086	1138	7530
7531	1292	7532
7567	1117	7568
7570	1119	7572
7574	1121	7575
7576	1123	7577
7578	1125	1220
7579	1140	7579
7609	1230	7610
7611	1127	7613
7615	1224	7618
7621	1129	1220
7622	1305	7623
7624	1135	7720
7721	1131	7722
7723	1132	7082
7724	1309	1220
6555	1194	7725
7726	1145	7727
7728	1147	7729
7733	1082	7734
7735	15	7736
7737	1227	6881
7738	1194	7740
7742	1085	7744
7746	1149	7754
7755	1194	7756
7757	1110	7758
7759	15	7760
7762	1151	1220
7764	1167	7766
7779	1135	7780
7781	1194	7782
7783	1153	7784
7785	1155	1220
7786	1172	7788
7790	1308	7805
1277	1228	7806
7807	1133	7808
7809	1155	1220
7810	1251	7811
7812	1157	7813
7816	1230	7839
7840	1138	7841
7842	1284	7843
6750	1289	7844
7845	1170	7846
7847	1197	7848
7878	1159	7879
7880	1161	1220
7881	1170	7882
7883	1309	1220
7884	29	7885
7886	1162	7887
7918	1151	1220
7919	1167	7920
7921	1175	7922
7923	1177	7924
7925	1179	7926
7927	1181	7963
7964	1252	7966
7967	1183	7968
7969	1185	7970
7971	1187	7972
7973	19	53
8007	1189	8008
8010	1202	8012
8014	1191	6724
8015	1197	8016
8017	27	8018
8019	1171	8119
8120	1177	8121
8122	1192	8123
8124	1133	8125
8126	1111	1272
8127	1308	8128
8132	1205	8133
8134	1147	8135
8136	1207	8138
8140	1112	8142
8144	1209	1220
45	25	8146
8153	1194	8154
8155	15	8156
8157	1147	8158
7246	1194	7151
8160	1200	8162
8164	1252	8166
7043	1211	8176
8177	1213	8178
8179	27	8180
6649	1110	8181
8182	1215	8182
8184	1306	1304
8186	19	7115
8188	1217	8201
8202	1269	8203
8204	1219	1220
8205	1110	8206
8207	1221	1220
8208	1131	8211
8214	1166	8235
8236	25	8237
8238	1222	8239
8240	1233	8241
1365	1110	8242
8243	1263	8246
8273	1283	8274
8275	1170	8276
8277	1234	8278
8279	1227	8280
8281	1235	8282
8312	1266	8312
8313	1288	8314
8315	1205	8316
8317	1171	8318
7963	1236	8319
8320	1177	8321
8358	21	8359
8360	29	8361
8362	1170	8363
8364	1194	8365
8366	1237	8367
8403	1238	8404
8406	1170	8276
8407	1239	8408
8409	1232	8410
8411	1183	7968
8412	1240	8413
8519	29	8520
8521	1133	8522
8523	1241	8524
8525	1200	6452
8526	1247	8527
8528	1167	8532
8533	1183	7971
8534	1221	1220
7033	1228	8535
8537	1202	8539
8540	1242	8542
8544	1253	8546
8552	1254	8553
8554	1241	8555
8556	1255	8558
8560	1256	8562
8564	1243	8566
7082	1136	8574
8575	1133	1392
6643	1197	8576
8577	1257	8578
6484	1194	8579
8581	1265	8583
8585	1309	1220
8587	1177	8598
8599	1103	8600
8601	1258	7572
8602	1259	8603
8604	1252	8607
8610	15	8613
8235	1170	1392
8631	1194	8632
8633	1252	8634
8635	1256	8636
8637	1240	8638
8641	1260	8644
7483	1171	8668
8669	1105	8670
8671	1252	8672
8673	1145	8008
8674	29	8675
7312	1071	8676
8679	1211	8706
8707	1225	1220
8708	1136	8709
8710	1147	8711
8712	1251	8713
8714	1193	8715
1199	1261	8752
8753	1193	8754
8755	1308	8756
8757	1262	1272
8758	1305	8759
8760	1273	8761
8803	1274	8804
8805	1275	8806
8807	1155	1220
6557	1276	8808
8809	1307	8810
8811	1277	8812
9019	1248	9020
9021	1104	9022
9023	1133	6453
6715	1109	9024
9025	21	6920
9026	1278	9027
9028	1265	9029
9030	1255	9031
9032	1252	9033
9034	15	8809
9035	1279	9036
9037	1111	1272
9038	1252	9039
9040	1139	9041
9042	1194	9043
9044	1280	9045
9046	1110	9047
9048	1281	9049
9050	1136	9051
9052	1111	1272
9053	1282	9054
9055	1217	9056
9057	1145	9058
9062	1211	9063
9064	1194	9065
9066	1293	9067
9069	1294	6459
9071	1295	9073
9075	1258	9083
9084	1296	9085
9086	1221	1220
6456	1297	9087
9088	1135	7042
9089	13	7522
9091	1228	9093
9095	1166	9106
9107	1298	9107
9108	15	9109
1372	1133	9110
9111	1229	9112
9113	29	9115
9117	1299	6988
9131	1230	9132
9133	1306	7115
9134	1105	9135
9136	1308	9137
9138	29	9064
9139	25	9142
9165	1300	9166
9167	1301	9168
9169	1263	8204
9170	15	9171
9172	1302	9173
9174	23	9203
9204	1193	9205
8184	1194	8410
9206	1109	6485
9207	426	9208
9209	1088	9210
7488	15	9211
9212	1138	9419
9420	1228	6949
9421	1256	9422
9423	25	9424
9425	1194	9426
9427	1235	9428
9429	1110	9430
9431	1252	9432
9433	429	9434
9435	432	9436
9437	1230	9438
9439	1177	9440
9441	1309	7575
9442	435	9443
9444	1166	6994
9445	1243	9446
1262	1194	9447
9448	1194	7523
9449	1221	1220
9450	1195	9451
9452	438	9453
9454	25	9455
9456	441	9446
9457	1230	9458
9462	1110	9463
9464	1252	9465
9466	1147	9468
9469	1271	9471
1212	1299	9473
8008	444	9475
7921	1175	9482
9483	1104	9484
9485	446	9486
9487	448	1220
51	1195	9489
9491	1267	1220
9493	1138	9456
9495	1221	1220
9504	1224	9505
9506	17	9507
9508	29	9509
6849	15	9510
9512	449	9514
9516	25	9527
9529	456	9530
9531	1171	9532
9533	1172	9534
9535	1309	1220
9538	1288	8521
9541	459	7112
9561	1111	1272
9562	462	9563
9564	1194	9565
9566	19	1304
6483	465	9567
9568	19	53
9569	1290	9572
9598	468	7088
8412	429	9599
6713	15	6694
9600	471	6910
9601	474	9602
9603	476	9604
9605	478	9606
9607	1157	9819
9820	479	9821
9822	1288	9823
9824	1232	9825
9054	482	9053
9826	1166	9827
9828	1135	9829
9830	1308	1372
9831	484	9832
1234	456	9833
9834	486	9835
9836	1228	9837
9838	15	9839
9840	1211	9841
6679	17	9842
9843	478	9606
9844	1269	9845
9846	478	9847
9848	1281	9849
9850	1167	9851
1334	1207	9852
