3694	367	8544
3672	29	9206
11725	806	3671
3675	539	8873
7304	70	3705
8308	1157	3703
3709	587	10132
3708	1194	778
3379	885	3714
3711	766	6650
3717	1195	11365
3716	25	1208
3702	1171	8840
12771	1147	3700
3629	510	827
7696	1181	3636
12189	1167	3634
9992	490	3639
3637	1252	669
984	981	3637
3643	1194	14287
3641	1197	7302
3648	1177	12727
3645	1085	7812
8038	1308	3632
12264	1193	3653
1645	1228	3650
768	1193	3656
3654	1135	4523
9650	1110	3660
3659	1110	11469
12150	1230	3637
8195	815	3664
3663	1232	10854
11089	25	3668
13165	17	3666
2326	566	3609
9736	507	3637
8519	1194	3611
3610	1153	13734
7766	1308	3613
6495	1136	3612
3615	1071	12251
3614	1151	1220
6943	814	3637
8087	466	3617
3616	1149	13314
3618	15	12173
9635	15	3620
5668	815	3664
12332	566	3619
10001	1194	3622
3654	1135	9
7592	1170	3621
11339	507	3624
13662	815	3664
10669	1147	3623
9912	1135	3626
6113	471	3625
3628	1248	7867
7362	815	3664
1555	815	3664
10624	1263	3627
8749	339	4219
12635	471	3625
4221	1230	13813
4220	1197	7681
11305	1254	4223
13434	1256	4222
13889	813	4229
4227	1197	11052
6606	815	3664
4233	1172	6818
11959	25	4231
3694	875	1220
4236	1177	8431
4073	19	1304
11052	316	4231
13313	1136	4078
4075	244	11750
4061	1080	7651
4060	1263	2174
7482	1131	4065
4063	1104	7957
13333	1194	4069
4594	1308	4067
11486	507	4071
3983	429	4024
4022	1220	13854
4220	1197	2798
4027	566	2749
13188	1171	4025
964	13	4005
4003	1157	9819
4011	263	12700
4008	1237	6932
812	492	4017
10941	1292	4014
8043	1183	4061
5845	1220	4038
10098	15	4044
13377	1258	4041
4047	1167	9838
4045	1299	12731
12409	1157	4031
4029	427	2285
10615	1077	4035
13477	1143	4034
4037	1088	12776
7399	1166	4179
12633	1166	4178
2722	21	4183
13457	1127	4181
4187	1167	10698
4185	1269	4535
4171	1166	12253
4170	17	13726
13802	21	4174
3448	1097	4173
4195	1226	13903
90	1227	4199
4198	1194	4598
13293	27	4204
4202	1194	7523
4207	1167	9995
10677	1136	4205
7229	812	4229
4191	184	5761
4190	15	13275
4193	1071	10111
4136	1211	8706
4133	595	13856
4205	1177	11494
4236	1177	3803
3711	766	6620
11742	1170	4140
4138	1104	7597
10832	1180	4144
14219	815	3664
11796	1171	4141
13814	1136	4078
9492	25	4147
4145	40	5712
1526	1166	4132
4130	831	3399
9011	811	4150
3664	810	9738
13907	1001	4155
8100	25	3668
9388	1188	4153
4159	1159	2755
10702	1145	4191
4157	1308	1735
9796	15	4164
4162	1241	7568
4220	1197	6748
14236	1308	4167
108	1308	3619
4165	1138	4582
6052	1192	4152
4110	1050	4214
12166	429	4109
4112	1193	8097
4111	1110	6608
10458	492	4114
4113	1145	13932
4116	1170	6066
4115	1193	11861
747	566	4118
4117	1283	4553
3347	492	4119
2894	1167	4121
4120	1193	10221
7961	507	4123
4061	574	14000
7735	1111	4122
2808	1194	4125
1589	1290	4124
7504	1171	4127
4118	17	2184
6120	806	4191
4126	1197	13201
4128	13	6284
4220	1197	2373
11479	21	4100
4220	1197	9401
4099	1133	2259
2269	1194	4102
4220	1197	1705
4101	1157	11472
4104	1071	8583
4103	1241	10046
12158	1147	4106
4105	15	12635
9063	1135	4108
13895	1308	3609
11287	1194	4107
8510	21	4428
12662	1251	4426
4412	1133	3825
9422	490	4411
4416	1136	7385
2138	1288	4414
4183	1197	6942
8756	1133	4420
3637	809	8604
8007	1211	4418
2091	471	3625
7222	878	4423
10480	813	4229
4422	595	926
9830	316	4123
10966	1199	4372
3908	1179	4377
7022	1308	4376
4361	1283	2184
4359	1167	13784
4011	263	7864
