1427	518	13877
13890	1242	1528
16	276	13888
13829	1130	12931
4872	269	13822
4863	1068	13821
13824	1305	8764
13823	1148	12520
11354	441	13826
7661	543	13825
9434	21	13828
8513	1218	13827
13836	1264	11284
13601	1247	5312
13606	1302	10911
13605	19	11901
4822	310	13606
13610	1191	4336
13609	1324	12050
6527	1269	13614
10660	1128	13612
13590	1130	12846
5672	1188	13606
4982	1122	13589
5995	69	13592
14347	1196	11343
6666	526	14345
14351	1308	230
14350	27	4801
14355	1305	7161
2800	1276	13606
1277	19	14353
3381	1118	14359
6614	1276	13606
9064	1269	14357
2055	1216	14343
14342	15	11338
2840	1068	14363
14368	482	10089
67	1118	14366
14372	1279	12784
9024	1251	14369
14375	15	173
5104	69	13592
10111	1152	14373
1253	1129	14379
3958	1270	14378
14364	1196	6884
6687	276	14304
10134	1276	14303
11306	69	13592
14308	1232	7825
860	1312	14306
14312	379	4539
14310	1314	12074
10053	543	13825
8537	1144	14316
4353	69	13592
121	1216	14314
4906	69	13592
14010	1136	14319
10518	1216	14318
14321	462	11278
14326	1123	11320
7247	543	13825
14324	1191	12358
14330	1172	12982
3371	1289	14328
12781	69	13592
8083	1266	14334
9700	27	14332
14337	1324	13547
6456	29	14336
1426	561	14332
13633	1216	14339
14264	998	6165
9875	1129	14262
5033	1285	14336
6341	21	14269
14267	1144	14071
3870	1269	14272
13592	68	11093
14270	526	1714
11466	980	14276
14274	1058	4139
14279	1303	9669
14278	1052	10637
1496	1068	14283
4921	462	14287
5752	1312	14264
1350	980	14285
2448	19	14291
14288	1247	2967
12820	1139	14295
14082	408	14292
14298	1314	7226
4266	1122	14296
14300	1251	3978
14242	1208	11060
12762	1074	14241
494	1122	14296
14244	1247	8019
4551	27	14243
14246	573	11220
7354	1101	14245
12316	269	13822
14274	1251	14400
14248	1305	11359
14247	1184	2014
10054	1122	14250
14249	1164	13933
8987	1304	14251
6866	543	13825
14253	1251	9316
14252	68	11119
11867	1131	14255
14254	1247	3479
14257	380	2433
4862	1218	14256
14259	1128	13423
14258	482	7146
14260	1303	10263
14432	1305	7389
14431	1238	831
14434	951	7808
13890	1324	9890
14337	1324	1874
14433	88	4975
14436	21	3456
14435	1136	3942
14438	1154	247
3437	1269	14437
208	1046	14450
6398	69	13592
3959	19	14448
14212	1083	833
14210	1218	14035
10078	1216	14339
13614	1144	13363
14215	27	10543
14214	413	9116
13010	1251	14220
13592	68	11491
14217	21	2806
14202	27	4801
14201	432	4803
14206	1104	10705
8022	1281	14257
14204	1303	10729
14133	21	9109
14138	524	5686
14137	1071	6366
14324	1191	7772
14143	1164	7785
39	860	14140
14146	1270	13956
14144	508	6396
14008	526	14122
14121	1188	7437
7749	996	14364
14267	1305	811
833	13	14124
3279	1281	14165
3333	21	14163
14169	1128	10606
11019	1152	14167
14173	1247	9007
14433	88	6853
14171	1128	2106
3314	1305	14177
12346	1276	14175
14264	1026	3787
14158	1185	8364
11045	21	14157
14143	1164	9774
964	1083	600
14167	1305	7708
11355	1160	612
14366	1326	11000
6787	140	615
3487	276	14257
1206	27	14450
606	1191	10929
12514	1144	610
