14198	468	7567
1722	1159	14140
14139	872	9068
7343	871	14142
5503	1180	14141
14144	870	4893
14143	27	4228
14146	1306	1525
7566	1244	14145
14148	1142	11980
3007	1102	14147
14149	502	750
10117	893	14151
14150	1265	7117
14153	1261	2286
14152	19	76
14155	1157	13844
14154	1118	220
14157	1148	14325
14156	1274	3343
10051	1307	14158
14158	869	4544
10616	19	14330
13773	1248	14329
14332	496	167
14150	1265	2182
14158	1185	9459
14331	868	5835
14334	1265	5485
14333	1086	1819
14158	852	5904
14336	19	12996
14335	1189	3939
1258	1262	14348
6272	1159	14346
14109	1306	2417
9650	1277	14108
14113	1086	13433
14111	863	98
14158	867	3735
14118	1108	7691
14116	1001	5640
11897	1238	14100
9756	1159	14099
14331	868	2361
14103	1128	13361
8995	1262	14101
14031	872	1491
14037	852	8951
14331	868	5086
6635	1179	14034
10929	503	14040
7998	1245	14038
14149	502	9114
14331	868	4741
14044	1189	13892
14331	868	4605
14042	930	8636
14020	1189	6063
10435	1075	14019
14022	1299	8596
14063	1321	8281
14158	1265	4562
14062	1066	12405
14067	927	9989
8392	1248	14065
14072	1265	8492
14111	908	7567
14069	1261	2832
14072	1083	8392
14075	1189	12736
5633	576	14073
5307	956	14056
2832	27	14055
14069	363	6489
11943	1153	601
612	19	12310
9310	1158	615
606	852	8848
609	1132	1476
2530	916	14331
10320	1248	624
3083	1014	627
8862	1249	619
12230	23	622
13939	13	604
629	1306	110
10112	420	632
11980	584	643
646	1211	614
5988	27	638
2828	25	640
2284	1099	654
657	1306	11434
649	304	13399
652	1279	9045
546	29	3963
539	1120	1421
14111	856	2879
542	996	13728
14155	391	9358
555	1150	12014
546	29	5579
8007	25	558
549	1265	4275
12966	25	552
11339	539	565
14144	870	10988
10999	1062	14042
5306	1150	627
568	1118	14082
561	1281	13421
14149	502	3724
576	1262	3991
8576	19	579
3357	25	571
573	1189	7941
14067	915	4348
588	1121	938
13330	1122	591
6173	1277	582
75	1244	657
7762	1139	585
7893	1120	573
596	1158	4315
7424	893	14151
598	19	9768
14331	868	10830
499	1248	7003
505	914	1033
