	rule	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10
287	?e 1216 ?a ?e 1216 ?b => ?a 1216 ?b 	1.0	1.0	1.0	414.0	414.0	414.0	?a	0.0	0.0	0.0
275	?e 1285 ?a ?e 1290 ?b => ?a 1285 ?b 	0.817987152	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
264	?e 1283 ?b ?e 1290 ?a => ?a 1283 ?b 	0.779661017	1.0	1.0	138.0	138.0	138.0	?a	0.0	0.0	0.0
265	?e 1285 ?b ?a 1285 ?e => ?a 1290 ?b 	0.802521008	0.817987152	1.0	382.0	467.0	382.0	?a	0.0	0.0	0.0
154	?a 1290 ?b => ?a 1285 ?b 	0.817987152	0.802521008	1.0	382.0	476.0	382.0	?a	0.0	0.0	0.0
153	?b 1285 ?a => ?a 1285 ?b 	1.0	1.0	1.0	467.0	467.0	467.0	?a	0.0	0.0	0.0
152	?b 1290 ?a => ?a 1285 ?b 	0.817987152	0.802521008	1.0	382.0	476.0	382.0	?a	0.0	0.0	0.0
150	?a 1285 ?b => ?a 1290 ?b 	0.802521008	0.817987152	1.0	382.0	467.0	382.0	?a	0.0	0.0	0.0
149	?b 1285 ?a => ?a 1290 ?b 	0.802521008	0.817987152	1.0	382.0	467.0	382.0	?a	0.0	0.0	0.0
148	?b 1290 ?a => ?a 1290 ?b 	1.0	1.0	1.0	476.0	476.0	476.0	?a	0.0	0.0	0.0
266	?a 1290 ?f ?b 1290 ?f => ?a 1290 ?b 	1.0	1.0	1.0	476.0	476.0	476.0	?a	0.0	0.0	0.0
267	?f 1285 ?a ?b 1290 ?f => ?a 1285 ?b 	0.817987152	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
268	?f 1290 ?a ?b 1290 ?f => ?a 1285 ?b 	0.817987152	0.802521008	1.0	382.0	476.0	382.0	?a	0.0	0.0	0.0
246	?a 1285 ?f ?f 539 ?b => ?a 539 ?b 	0.780701754	1.0	1.0	89.0	89.0	89.0	?a	0.0	0.0	0.0
269	?a 1285 ?f ?b 1290 ?f => ?a 1285 ?b 	0.817987152	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
270	?f 1285 ?b ?a 1285 ?f => ?a 1285 ?b 	1.0	1.0	1.0	467.0	467.0	467.0	?a	0.0	0.0	0.0
271	?a 1285 ?f ?f 1290 ?b => ?a 1285 ?b 	0.817987152	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
92	?b 1194 ?a => ?a 544 ?b 	0.805555556	0.852941176	1.0	174.0	204.0	174.0	?b	0.0	0.0	0.0
79	?b 471 ?a => ?a 562 ?b 	0.822429907	0.792792793	1.0	88.0	111.0	88.0	?b	0.0	0.0	0.0
74	?b 1196 ?a => ?a 577 ?b 	0.819742489	0.779591837	1.0	191.0	245.0	191.0	?a	0.0	0.0	0.0
64	?b 391 ?a => ?a 591 ?b 	0.8125	0.769736842	1.0	117.0	152.0	117.0	?a	0.0	0.0	0.0
272	?a 1285 ?f ?b 1285 ?f => ?a 1285 ?b 	1.0	1.0	1.0	467.0	467.0	467.0	?a	0.0	0.0	0.0
60	?b 499 ?a => ?a 1105 ?b 	0.796875	0.86440678	1.0	153.0	177.0	153.0	?a	0.0	0.0	0.0
58	?b 539 ?a => ?a 304 ?b 	0.865384615	0.789473684	1.0	90.0	114.0	90.0	?b	0.0	0.0	0.0
273	?f 1285 ?a ?b 1285 ?f => ?a 1285 ?b 	1.0	1.0	1.0	467.0	467.0	467.0	?a	0.0	0.0	0.0
167	?b 1105 ?a => ?a 499 ?b 	0.86440678	0.796875	1.0	153.0	192.0	153.0	?b	0.0	0.0	0.0
263	?e 1285 ?b ?e 1290 ?a => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
262	?f 1283 ?b ?a 1290 ?f => ?a 1283 ?b 	0.779661017	1.0	1.0	138.0	138.0	138.0	?a	0.0	0.0	0.0
251	?f 1290 ?a ?b 1290 ?f => ?a 1290 ?b 	1.0	1.0	1.0	476.0	476.0	476.0	?a	0.0	0.0	0.0
242	?b 1285 ?f ?a 304 ?f => ?a 304 ?b 	0.769230769	1.0	1.0	80.0	80.0	80.0	?b	0.0	0.0	0.0
241	?a 1144 ?f ?f 1216 ?b => ?a 1144 ?b 	0.8203125	1.0	1.0	210.0	210.0	210.0	?b	0.0	0.0	0.0
240	?f 1186 ?b ?a 1216 ?f => ?a 1186 ?b 	0.836065574	1.0	1.0	204.0	204.0	204.0	?a	0.0	0.0	0.0
239	?a 1144 ?f ?b 1216 ?f => ?a 1144 ?b 	0.8203125	1.0	1.0	210.0	210.0	210.0	?b	0.0	0.0	0.0
238	?e 1186 ?b ?e 1216 ?a => ?a 1186 ?b 	0.836065574	1.0	1.0	204.0	204.0	204.0	?a	0.0	0.0	0.0
247	?a 1290 ?f ?f 539 ?b => ?a 539 ?b 	0.763157895	1.0	1.0	87.0	87.0	87.0	?a	0.0	0.0	0.0
248	?e 1285 ?a ?e 539 ?b => ?a 539 ?b 	0.780701754	1.0	1.0	89.0	89.0	89.0	?a	0.0	0.0	0.0
249	?e 1290 ?a ?e 539 ?b => ?a 539 ?b 	0.763157895	1.0	1.0	87.0	87.0	87.0	?a	0.0	0.0	0.0
213	?b 1216 ?a => ?a 1216 ?b 	1.0	1.0	1.0	414.0	414.0	414.0	?a	0.0	0.0	0.0
250	?f 1285 ?a ?b 1290 ?f => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
252	?a 1285 ?f ?b 1290 ?f => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
261	?e 1285 ?a ?e 1285 ?b => ?a 1290 ?b 	0.802521008	0.817987152	1.0	382.0	467.0	382.0	?a	0.0	0.0	0.0
253	?f 1285 ?a ?b 1285 ?f => ?a 1290 ?b 	0.802521008	0.817987152	1.0	382.0	467.0	382.0	?a	0.0	0.0	0.0
254	?b 1285 ?f ?a 1290 ?f => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
195	?b 1185 ?a => ?a 1242 ?b 	0.825825826	0.825206302	1.0	1100.0	1333.0	1100.0	?a	0.0	0.0	0.0
194	?b 1160 ?a => ?a 1223 ?b 	0.849557522	0.849557522	1.0	96.0	113.0	96.0	?a	0.0	0.0	0.0
255	?f 1290 ?b ?a 1290 ?f => ?a 1290 ?b 	1.0	1.0	1.0	476.0	476.0	476.0	?a	0.0	0.0	0.0
256	?a 1285 ?f ?b 1285 ?f => ?a 1290 ?b 	0.802521008	0.817987152	1.0	382.0	467.0	382.0	?a	0.0	0.0	0.0
257	?f 1285 ?b ?a 1290 ?f => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
258	?e 1285 ?a ?e 1290 ?b => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
259	?e 1290 ?a ?e 1290 ?b => ?a 1290 ?b 	1.0	1.0	1.0	476.0	476.0	476.0	?a	0.0	0.0	0.0
260	?a 1285 ?e ?e 1290 ?b => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
274	?b 1285 ?f ?a 1290 ?f => ?a 1285 ?b 	0.817987152	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
243	?e 1285 ?b ?a 304 ?e => ?a 304 ?b 	0.769230769	1.0	1.0	80.0	80.0	80.0	?b	0.0	0.0	0.0
279	?a 1290 ?f ?b 1290 ?f => ?a 1285 ?b 	0.817987152	0.802521008	1.0	382.0	476.0	382.0	?a	0.0	0.0	0.0
276	?e 1290 ?b ?a 1290 ?e => ?a 1285 ?b 	0.817987152	0.802521008	1.0	382.0	476.0	382.0	?a	0.0	0.0	0.0
36	?b 1186 ?a => ?a 1144 ?b 	0.7734375	0.81147541	1.0	198.0	244.0	198.0	?b	0.0	0.0	0.0
277	?f 1285 ?b ?a 1290 ?f => ?a 1285 ?b 	0.817987152	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
280	?e 1285 ?a ?e 1285 ?b => ?a 1285 ?b 	1.0	1.0	1.0	467.0	467.0	467.0	?a	0.0	0.0	0.0
